page,kind,freight_id,filename,original_url,http_status,probe_method,content_type,byte_size,etag,last_modified,cache_control,accept_ranges,content_range,error_class
home,video,L3028308751008257120157869586233,randompics-slideshow-h264.mp4,https://freight.cargo.site/t/original/i/L3028308751008257120157869586233/randompics-slideshow-h264.mp4,200,HEAD,video/mp4,6217065,"""6a519b07-5edd69""","Sat, 11 Jul 2026 01:23:19 GMT",max-age=31536000,none,,
home,video,P3028308573144750761450372904761,Mockup_Video-Truck_V7-cargo-small-h264.mp4,https://freight.cargo.site/t/original/i/P3028308573144750761450372904761/Mockup_Video-Truck_V7-cargo-small-h264.mp4,200,HEAD,video/mp4,849197,"""6a5e22bf-cf52d""","Mon, 20 Jul 2026 13:29:35 GMT",max-age=31536000,none,,
home,video,R3028308736250861861190228293433,curate-image1-vid-h264.mp4,https://freight.cargo.site/t/original/i/R3028308736250861861190228293433/curate-image1-vid-h264.mp4,200,HEAD,video/mp4,4264054,"""6a519b07-411076""","Sat, 11 Jul 2026 01:23:19 GMT",max-age=31536000,none,,
home,video,S3028279585838879613892415764281,purelove-flash.mp4,https://freight.cargo.site/t/original/i/S3028279585838879613892415764281/purelove-flash.mp4,200,HEAD,video/mp4,773941,"""6a5e22c7-bcf35""","Mon, 20 Jul 2026 13:29:43 GMT",max-age=31536000,none,,
home,video,S3028308617638297467237811402553,SATAIC-transformation-Comp-cargo-small-h264.mp4,https://freight.cargo.site/t/original/i/S3028308617638297467237811402553/SATAIC-transformation-Comp-cargo-small-h264.mp4,200,HEAD,video/mp4,1730340,"""6a519b07-1a6724""","Sat, 11 Jul 2026 01:23:19 GMT",max-age=31536000,none,,
home,video,S3028308662094950684877830797113,Loop-Card_3D-Animation-cargo-h264.mp4,https://freight.cargo.site/t/original/i/S3028308662094950684877830797113/Loop-Card_3D-Animation-cargo-h264.mp4,200,HEAD,video/mp4,826578,"""6a519b07-c9cd2""","Sat, 11 Jul 2026 01:23:19 GMT",max-age=31536000,none,,
home,video,U3028243848518863758609040848697,wtw-wordmark.mp4,https://freight.cargo.site/t/original/i/U3028243848518863758609040848697/wtw-wordmark.mp4,200,HEAD,video/mp4,1578307,"""6a518e84-181543""","Sat, 11 Jul 2026 00:29:56 GMT",max-age=31536000,none,,
home,video,V3025158174716596286590825314105,hf_20260708_032138_2ca7e18b-6113-498e-9b3e-603f187014fb-alpha-small-ratio-1.5466.webm,https://freight.cargo.site/t/original/i/V3025158174716596286590825314105/hf_20260708_032138_2ca7e18b-6113-498e-9b3e-603f187014fb-alpha-small-ratio-1.5466.webm,200,HEAD,video/webm,1781084,"""6a4f0039-1b2d5c""","Thu, 09 Jul 2026 01:58:17 GMT",max-age=31536000,none,,
home,video,V3028308587975932996712852404025,3d-animation_social-nov-8-cargo-under-1mb-1080-h264.mp4,https://freight.cargo.site/t/original/i/V3028308587975932996712852404025/3d-animation_social-nov-8-cargo-under-1mb-1080-h264.mp4,200,HEAD,video/mp4,2879739,"""6a519b07-2bf0fb""","Sat, 11 Jul 2026 01:23:19 GMT",max-age=31536000,none,,
home,video,W3028244200907015798682605369145,dg-slides.mp4,https://freight.cargo.site/t/original/i/W3028244200907015798682605369145/dg-slides.mp4,200,HEAD,video/mp4,575562,"""6a518e84-8c84a""","Sat, 11 Jul 2026 00:29:56 GMT",max-age=31536000,none,,
home,video,W3028308513949149028916421769017,Logo-symbol_Animation_EVIIVE-cargo-h264.mp4,https://freight.cargo.site/t/original/i/W3028308513949149028916421769017/Logo-symbol_Animation_EVIIVE-cargo-h264.mp4,200,HEAD,video/mp4,2416254,"""6a519b07-24de7e""","Sat, 11 Jul 2026 01:23:19 GMT",max-age=31536000,none,,
home,video,X3028308543445492802777994803001,OOH_Train-Station_Video-Slide-cargo-small-h264.mp4,https://freight.cargo.site/t/original/i/X3028308543445492802777994803001/OOH_Train-Station_Video-Slide-cargo-small-h264.mp4,200,HEAD,video/mp4,1237939,"""6a519b07-12e3b3""","Sat, 11 Jul 2026 01:23:19 GMT",max-age=31536000,none,,
who,image,A3033712492901311047143260731193,profile-cch-poster.jpg,https://freight.cargo.site/t/original/i/A3033712492901311047143260731193/profile-cch-poster.jpg,200,HEAD,image/jpeg,68699,"""6a5ea157-10c5b""","Mon, 20 Jul 2026 22:29:43 GMT",max-age=31536000,none,,
who,image,C3033703303563517008361575462713,profile-chy-poster.jpg,https://freight.cargo.site/t/original/i/C3033703303563517008361575462713/profile-chy-poster.jpg,200,HEAD,image/jpeg,58180,"""6a5ea157-e344""","Mon, 20 Jul 2026 22:29:43 GMT",max-age=31536000,none,,
who,video,M3033713145657796839429454214969,profile-cch.mp4,https://freight.cargo.site/t/original/i/M3033713145657796839429454214969/profile-cch.mp4,200,HEAD,video/mp4,450139,"""6a5613c4-6de5b""","Tue, 14 Jul 2026 10:47:32 GMT",max-age=31536000,none,,
who,video,W3033697092268086229249903081273,profile-chy.mp4,https://freight.cargo.site/t/original/i/W3033697092268086229249903081273/profile-chy.mp4,200,HEAD,video/mp4,434070,"""6a5613c4-69f96""","Tue, 14 Jul 2026 10:47:32 GMT",max-age=31536000,none,,
